respondent_id,degree_program,task_data_entry,task_documents,task_computer_use,task_data_analysis,task_physical,task_other,task_client_comms,task_internal_comms,task_managing,task_decision_making,task_creative,task_teaching,task_caregiving,skill_financial_statements,skill_tax_computation,skill_auditing,skill_cost_accounting,skill_bookkeeping,skill_business_law,skill_management_accounting,skill_pfrs,skill_computerized_accounting,skill_data_interpretation,skill_marketing_principles,skill_human_resource_mgmt,skill_operations_management,skill_business_communication,skill_financial_management,skill_entrepreneurship,skill_business_ethics,skill_strategic_management,skill_consumer_behavior,skill_business_research,skill_programming,skill_database_management,skill_network_administration,skill_web_development,skill_systems_analysis,skill_cybersecurity,skill_technical_documentation,skill_software_testing,skill_cloud_computing,skill_it_project_management,skill_algorithms_ds,skill_software_engineering,skill_operating_systems,skill_computer_architecture,skill_machine_learning_basics,skill_theory_of_computation,skill_mobile_development,skill_parallel_computing,skill_research_methods_cs,skill_capstone_systems,skill_lesson_planning,skill_classroom_management,skill_curriculum_development,skill_educational_assessment,skill_child_development,skill_inclusive_education,skill_teaching_strategies,skill_educational_technology,skill_professional_ethics_ed,skill_community_engagement,skill_patient_assessment,skill_medication_administration,skill_health_education,skill_nursing_care_planning,skill_infection_control,skill_emergency_care,skill_maternal_child_nursing,skill_community_health_nursing,skill_mental_health_nursing,skill_nursing_research,vulnerability_score
154,BS Accountancy,0.22966966719542625,0.0731592881156299,0.30350737336027206,0.0741235208195638,0.0007618729909471471,0.008210341093650436,0.07036425926184806,0.04624833397619068,0.03528318519551952,0.1085325743980398,0.033092248886313,0.017047334706599207,0.0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6032
155,BS Accountancy,0.16911929784378538,0.09977493650325604,0.25236463500844475,0.14655929055916292,0.0,0.0,0.08211194546772455,0.04663624821445943,0.05056977624293561,0.12707959544987588,0.017055279476094903,0.008728995234260583,0.0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6158
156,BS Accountancy,0.1615272768670204,0.11051929623484444,0.12685869612725428,0.19271873971345282,0.0021836671310443696,0.028381344158445967,0.07485851012008629,0.10091659074429962,0.05192111091691612,0.07969466595833355,0.022810202286793736,0.013990250433778835,0.03361964930772947,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5585
157,BS Accountancy,0.22258370730630225,0.08248191293370248,0.32527888765370633,0.06687263867750455,0.0,0.0,0.12374572456419078,0.053852657255587334,0.034537359863715617,0.06607612424818601,0.02457098749710447,0.0,0.0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6485
158,BS Accountancy,0.22937641020957023,0.032820239728353504,0.21432715238963365,0.17194618115148477,0.0,0.0037357181599386095,0.14256952652401844,0.05517802241731309,0.044794359304665875,0.07275381383019168,0.0,0.03249857628483025,0.0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5773
159,BS Accountancy,0.23448570475730304,0.0748156609474895,0.16824003869426163,0.0829110065388195,0.004763567396429772,0.04065932810493019,0.09798537091803855,0.07486765321451111,0.05664986960955493,0.1238913525290796,0.03820817296843901,0.0025222743211434293,0.0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6233
160,BS Accountancy,0.3117299823726495,0.08836126839211804,0.14567086984671418,0.09321673073538202,0.004995632502724904,0.026572382625028822,0.08214244692127413,0.07777859876076527,0.041043449144167944,0.10036015719071208,0.010505787322575991,0.017622694185887307,0.0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5906
161,BS Accountancy,0.24728780214331203,0.08056496933662682,0.2007016103234658,0.26437239071468105,0.00853686300566867,0.014855822850594889,0.04958511281011908,0.06340557338359794,0.0450285570074908,0.02399168293929715,0.0,0.0,0.0016696154851457844,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5952
162,BS Accountancy,0.40025363707166456,0.032407689724018605,0.14572850294966147,0.09310404152022353,0.016353080455097938,0.01651439640499079,0.0970472567045803,0.07911679773413273,0.02195995112103652,0.06994452878379859,0.027570117530794948,0.0,0.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5457
163,BS Accountancy,0.2188984877915374,0.052519608195329394,0.16875150389307406,0.2193401513423268,0.0,0.047514326316494576,0.09674743695357196,0.059016105643534725,0.03558560726580842,0.06903925616577417,0.014547444034231348,0.01804007239831717,0.0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5874
164,BS Accountancy,0.3060706789533692,0.11033038483886354,0.15667208578531566,0.11156246641679429,0.0017604791380344176,0.04411595843263352,0.0420125143253098,0.04872879128708029,0.05218932546060552,0.10238312801770448,0.02037649864392935,0.0037976887003599706,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7122
165,BS Accountancy,0.29810406156343333,0.131878253643173,0.06807555580021196,0.03510232580776591,0.0,0.03697974486173538,0.10993345161526921,0.09203666777383093,0.027543623596562414,0.14269041484709166,0.043159586721646805,0.0,0.014496313769279394,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5867
166,BS Accountancy,0.2752764888736255,0.07332662403237043,0.19642798853111984,0.0972041972434913,0.010195148005085449,0.002166620488404135,0.08082842022903106,0.020295228196381195,0.0463475468069581,0.18183113403586493,0.0,0.010305570935285186,0.005795032622382999,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5718
167,BS Accountancy,0.25023073661157114,0.04015478387688838,0.1704740388841509,0.18501572431673144,0.0,0.006773010481290042,0.08465131088034467,0.09946642849692627,0.050524962306133694,0.07821084523096491,0.009473931730599934,0.02502422718439856,0.0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5669
168,BS Accountancy,0.20241236241016639,0.13243392728674075,0.2240838949353772,0.06284323880453542,0.0,0.022462809092921122,0.12735318368801615,0.06474054273651224,0.03552854292530128,0.06986331891284821,0.023523485563396607,0.011394037305203346,0.023360656338981396,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5269
169,BS Accountancy,0.14205416786766029,0.15675044847297467,0.210853729575095,0.12631970354615474,0.004632048402092556,0.0,0.12682088150560736,0.05508743757578555,0.048413695998815426,0.10448449916663897,0.0,0.024583387889175475,0.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6093
170,BS Accountancy,0.24912002645077247,0.0259997045936846,0.24957992251860853,0.09177039031738096,0.004734948270833225,0.01784310089141869,0.08434848616730566,0.07201161290241802,0.06283018481673251,0.09346017553689259,0.01914403402273357,0.014419577656568996,0.014737835854650176,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5123
171,BS Accountancy,0.24654245119718235,0.11066501164743439,0.17853809248883235,0.0838663661768185,0.0,0.046344421973487274,0.08574538712685137,0.04988572285075811,0.07735164794903025,0.10197985577471004,0.002911076100473479,0.01616996671442186,0.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6197
172,BS Accountancy,0.27864528383900056,0.12236274648787472,0.16459018772803685,0.10529845738399912,0.0,0.0055007121526132125,0.08815638751430843,0.06839559207055591,0.037866892129335944,0.09623188204073092,0.0177768015941582,0.015175057059386314,0.0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6148
173,BS Accountancy,0.22555054507290637,0.14232940432775437,0.09208688738333058,0.1774991318757036,0.02173105327982335,0.015277881603233595,0.06424343038985945,0.08159466986492951,0.0402935342345352,0.13939346196792418,0.0,0.0,0.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5608
174,BS Accountancy,0.1956041751718096,0.1107696114863067,0.23676812100420522,0.04377437791259515,0.029085080959609752,0.042762331645608324,0.10008105604653747,0.07798532850262183,0.034468310286387444,0.09096993896322256,0.019819197749950973,0.017912470271145058,0.0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5523
175,BS Accountancy,0.38565827862510493,0.0791892309596686,0.20063221350618252,0.046645325569689776,0.0,0.009965548778521393,0.07871546190131476,0.0932488148689371,0.012861580844998315,0.05862555421723685,0.01912727988365264,0.015330710844692985,0.0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7251
176,BS Accountancy,0.3286614214243983,0.10795022297028047,0.1385072908053733,0.15690705814769942,0.0,0.004512783665110235,0.04976724182310214,0.07230646339137838,0.045607025411366284,0.08789674370680883,0.0037522210977385877,0.0,0.0041315275567439715,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6657
177,BS Accountancy,0.2353272322893475,0.07379582711920761,0.19651900468337585,0.15830972247871053,0.0,0.01044251604688563,0.11647455227280182,0.0614463377407697,0.04236528938708471,0.09077079929709615,0.005717225338694104,0.008831493346026547,0.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.554
178,BS Accountancy,0.3069792054375018,0.05622758756459381,0.19723663570733282,0.12608452509087156,0.0,0.020806353449404118,0.07044195980624664,0.035598489118011944,0.05093874966284302,0.10413315064399685,0.011281536021165061,0.02027180749803249,0.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7112
179,BS Accountancy,0.3422846423895327,0.123604769137792,0.17027883540181873,0.04988917773683509,0.007281393934406027,0.042143771250495204,0.11201908121483453,0.060329695180791634,0.04290173659185431,0.04314302527946119,0.006123871882178356,0.0,0.0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5547
180,BS Accountancy,0.16991981085902874,0.11128314403126466,0.16981360745705049,0.15426594089983667,0.011267007636268695,0.04613384799173046,0.12863657566081782,0.06088259675997627,0.039194277712920465,0.06996430028865279,0.019576460480105695,0.019062430222347267,0.0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6388
181,BS Accountancy,0.2651186879380394,0.083186150062974,0.11455324341237039,0.1611423534403479,0.0,0.03728456123723187,0.11734680913552935,0.07759898818566816,0.022351546130376234,0.09523502735609009,0.004609805080331642,0.01278882104219764,0.00878400697884352,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5097
182,BS Accountancy,0.4016261221430733,0.057310152221315025,0.1429253467474458,0.07119064135790545,0.0017990486333896254,0.010306081455716563,0.07399116999550445,0.08394462182824292,0.026763200390067035,0.08294616300113247,0.003020957447420763,0.003932326334617333,0.040244168444169386,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6385
183,BS Accountancy,0.23212040209613538,0.12285573902833669,0.17078133726463018,0.15858654949414727,0.0,0.02754492249302433,0.06872589601060218,0.08019215229488948,0.04335751796926642,0.07612131564592653,0.019714167703041366,0.0,0.0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5855
184,BS Accountancy,0.3862884039837705,0.0912705960873454,0.1561271894216383,0.11986617717430006,0.0,0.00837545958231248,0.052232820567272645,0.045665367171304726,0.04941550614577657,0.04465682396113073,0.0257140509723769,0.0103768696878373,0.010010735244934166,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663
185,BS Accountancy,0.39335407796514943,0.09254716179376822,0.16054024213097,0.11556622803446166,0.007409240613551306,0.03631632903934949,0.11244402385555895,0.051910149025539795,0.0254482842568246,0.0,0.0,0.004464263284826509,0.0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6798
186,BS Accountancy,0.3357663310006894,0.0815413264450512,0.15107093923188908,0.10738330377277919,8.883952496094609e-06,0.0226471415060353,0.08546473016895287,0.04356927006660531,0.04101969930357897,0.11595183254565096,0.007642459370527238,0.007934082635744326,0.0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6057
187,BS Accountancy,0.28352155771368004,0.07054681484169054,0.1438442751466933,0.16378614547622064,0.0,0.022034263145206297,0.09097557788044691,0.04117046802503614,0.04244280358538884,0.06955558335825854,0.043034966446020506,0.02807693749642513,0.0010106068849330136,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6365
188,BS Accountancy,0.2567967531522691,0.09315049725117211,0.1823747684946891,0.13886914621386603,0.0,0.008931388626197643,0.09250131000962719,0.0547800472810265,0.04500006808964821,0.1109832202332927,0.01661280064821134,0.0,0.0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6282
189,BS Accountancy,0.31890478952544277,0.09662963091094363,0.15147264167866686,0.10472909491402792,0.008862795782811076,0.020564171657873963,0.09543959983859769,0.047673299437333824,0.03074891860660786,0.09823954618823366,0.016088774435819176,0.0060955294887504435,0.0045512075348908484,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55
190,BS Accountancy,0.3272798801647999,0.09641298975458899,0.1726730286649088,0.14107725457958462,0.002554270215405545,0.0,0.07952651047202164,0.05172989141248135,0.04367528564086771,0.06664401246131556,0.009012682380358258,0.009414194253667702,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.671
191,BS Accountancy,0.17679869303626983,0.0522830339257175,0.2546061557564146,0.18638093422267468,0.02504409479607114,0.03870233422589464,0.09112476809493095,0.021190223541169933,0.05590549884611304,0.07128390598066078,0.008243746449437357,0.018436611124645633,0.0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5445
192,BS Accountancy,0.227776436927848,0.10099942090198645,0.19257587781361016,0.15737592030909614,0.006436863982037283,0.03043389670945928,0.09405051665308206,0.04121009632702186,0.046505583220494216,0.07963173537316412,0.0,0.023003651782200422,0.0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5196
193,BS Accountancy,0.45778967285670435,0.09014089903046127,0.09512138813669471,0.12445647159560638,0.0,0.0,0.05105966447314155,0.03655724427352185,0.0376111945242625,0.09524694696007113,0.0,0.012016518149536167,0.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6542
194,BS Accountancy,0.12238667804279733,0.09220651029817885,0.22421167560809865,0.20082237364464595,0.0,0.0,0.024774789185696477,0.08264268874567036,0.04700863661796041,0.14005753123285603,0.018282420850667107,0.04760669577342878,0.0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5074
195,BS Accountancy,0.2757725750257494,0.02675683476597572,0.16854341670747178,0.18186377002661966,0.0,0.020645129911820253,0.10364572816897463,0.06509458180638471,0.051864426054862335,0.08084211279506807,0.0,0.02497142473707346,0.0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5944
196,BS Accountancy,0.3620435586282223,0.06065658647489221,0.2158788147991096,0.13812015269703845,0.004303874197216386,0.02224853961815252,0.0029212376454158776,0.043439723627242126,0.02352805858849467,0.1155206518542226,0.003833298544107888,0.00750550332588549,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5665
197,BS Accountancy,0.35894102729685506,0.10878185251693587,0.08338107609016902,0.16493760610297514,0.0,0.0012111126959221882,0.0635982233765571,0.04964020062734232,0.056546084234671085,0.10352397350501227,0.0,0.001388192954443156,0.008050650599116749,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6417
198,BS Accountancy,0.2572683231985044,0.13008253895341454,0.1082527046549444,0.14734513452076278,0.0,0.03913462899987852,0.11852359733886834,0.06006117706838909,0.05647054014119922,0.055747698929017375,0.009874689658689725,0.0,0.017238966536331377,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5545
199,BS Accountancy,0.290915260116044,0.07851798494395214,0.1797302868037263,0.12510630636276776,0.028206614778336938,0.0004762146215829759,0.0820651950412472,0.06556755661317633,0.053634771517381545,0.09577980920178475,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6274
200,BS Accountancy,0.31108723214795825,0.0707246517329178,0.170081540427613,0.10170828795299279,0.00041953143813205354,0.012007645597483595,0.09117393664685139,0.07066449410544853,0.0428133654055298,0.09463162218587078,0.01964046959975466,0.015047222759447398,0.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6966
201,BS Accountancy,0.16140778975246275,0.14112604938571746,0.19565927887819928,0.13553269531375808,0.0,0.0,0.11647752315478042,0.07109652650296744,0.040747101830661527,0.13680121070536658,0.0,0.0011518244760864132,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.599
202,BS Accountancy,0.3042829701638939,0.09921739104726401,0.1290820243080266,0.20302929235406966,0.0006023761079582503,0.02284138512999062,0.06748867309572215,0.04026418627422258,0.04391487709609522,0.08927682442275696,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6068
203,BS Accountancy,0.24703572867883838,0.14583512667181844,0.14934115081308874,0.10734513429335434,0.0,0.03609111727226921,0.04594633656974013,0.04683660402125104,0.06245416244608731,0.0977645109947426,0.013035753777549884,0.04249373418602995,0.005820640275229891,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5502
204,BS Accountancy,0.3171095984317521,0.1133417450533964,0.08443321349512838,0.1170212399267265,0.0,0.012396591488087234,0.13554511207837389,0.05031262896637063,0.04496177967559357,0.08999517665932646,0.0053987462433971265,0.0,0.029484167981847526,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6152
205,BS Accountancy,0.22558800160218379,0.10181506607900181,0.15128037184007329,0.14665065186039444,0.020470862825923038,0.020391680216572835,0.12856365180506305,0.05168282555521459,0.054254629136787975,0.07085858659615302,0.0070338916593070365,0.021194534843350078,0.0002152459799748989,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5749
206,BS Accountancy,0.27437503176699213,0.0837487625177621,0.23547348292796338,0.08076182890301299,0.004367063671609144,0.021140663586668985,0.09685496560291393,0.09133124353793728,0.02914433457494819,0.049894187347607664,0.012415616322449842,0.012756216210969779,0.007736603029164554,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6453
207,BS Accountancy,0.24814457995581649,0.14487299169730583,0.14637118369616056,0.1576871433238916,0.007114835591294077,7.11719360753799e-06,0.05808302118902938,0.08909322723194739,0.04488257891838312,0.08254658961627843,0.0018116947280870071,0.013644470306792375,0.005740566551406054,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5934
